response_time_sec,tab_switch_count,total_hidden_time_sec,hidden_time_ratio,paste_count,pasted_chars_total,paste_ratio,input_event_count,delete_count,max_pause_sec,max_input_burst_chars,copy_count,answer_length_chars,is_anomaly
112.332,5,30.419,0.270795,3,204,0.555858,21,3,48.1,150,2,367,1
232.503,0,0.0,0.0,0,0,0.0,33,6,11.186,5,0,366,0
115.593,0,0.0,0.0,0,0,0.0,42,4,10.009,35,0,216,0
216.254,0,0.0,0.0,0,0,0.0,51,4,17.047,20,0,487,0
249.406,1,58.371,0.23404,1,1152,0.955224,27,0,36.821,652,1,1206,1
224.755,0,0.0,0.0,0,0,0.0,27,4,31.132,22,0,288,0
177.024,1,0.885,0.004999,0,0,0.0,25,3,5.308,32,0,302,0
616.894,0,0.0,0.0,0,0,0.0,94,12,18.4,14,0,795,0
198.385,0,0.0,0.0,0,0,0.0,35,1,12.287,19,0,296,0
249.917,1,21.147,0.084616,0,0,0.0,37,5,15.957,18,0,432,0
122.891,1,26.117,0.212522,4,902,0.756077,24,2,57.719,736,2,1193,1
702.881,4,508.08,0.722854,1,128,0.384384,19,5,113.672,102,2,333,1
136.09,0,0.0,0.0,0,0,0.0,34,4,13.63,36,0,195,0
104.631,0,0.0,0.0,3,419,0.660883,16,1,73.346,313,3,634,1
168.543,7,80.58,0.478098,3,267,0.419152,20,2,108.984,166,3,637,1
70.57,0,0.0,0.0,4,348,0.674419,11,1,26.454,223,1,516,1
743.19,11,346.094,0.465687,2,115,0.171386,64,4,25.0,39,0,671,1
239.479,0,0.0,0.0,1,9,0.014493,91,6,20.829,26,0,621,0
190.779,0,0.0,0.0,0,0,0.0,78,4,13.059,14,0,384,0
332.285,0,0.0,0.0,0,0,0.0,98,10,11.077,18,0,938,0
353.455,3,166.112,0.469966,3,802,0.510503,54,3,87.435,695,1,1571,1
160.113,1,4.298,0.026844,0,0,0.0,21,6,18.769,12,0,213,0
375.794,9,120.448,0.320516,0,0,0.0,62,2,178.493,9,3,394,1
222.359,0,0.0,0.0,0,0,0.0,58,6,13.505,11,0,461,0
150.284,1,18.328,0.121956,3,540,0.739726,19,2,18.93,439,1,730,1
349.239,0,0.0,0.0,0,0,0.0,60,6,18.033,17,0,666,0
98.395,0,0.0,0.0,0,0,0.0,28,2,7.536,16,0,219,0
309.366,0,0.0,0.0,0,0,0.0,87,5,15.258,15,0,868,0
172.261,0,0.0,0.0,1,14,0.061947,29,1,46.396,35,0,226,0
99.359,0,0.0,0.0,2,320,0.592593,8,0,22.249,293,1,540,1
45.969,0,0.0,0.0,0,0,0.0,15,3,11.472,21,0,158,0
173.065,1,5.048,0.029168,0,0,0.0,39,5,3.384,14,0,478,0
47.545,2,10.903,0.22932,2,133,0.826087,10,1,24.374,125,0,161,1
913.297,0,0.0,0.0,0,0,0.0,211,10,16.465,9,0,1421,0
139.829,1,9.155,0.065473,1,616,0.551477,31,0,5.426,390,2,1117,1
92.0,0,0.0,0.0,1,2,0.01105,21,5,18.524,6,0,181,0
650.984,7,272.647,0.418823,1,409,0.38476,142,11,122.087,251,4,1063,1
174.906,0,0.0,0.0,0,0,0.0,76,4,6.477,15,0,401,0
259.538,0,0.0,0.0,1,4,0.009412,66,7,26.596,27,0,425,0
78.307,2,18.542,0.236786,1,435,0.90249,11,9,23.712,397,0,482,1
144.461,0,0.0,0.0,0,0,0.0,57,4,16.851,61,0,331,0
198.35,3,80.261,0.404643,3,176,0.492997,13,4,23.325,165,3,357,1
53.607,2,6.883,0.128397,3,217,0.676012,16,4,16.963,192,2,321,1
1051.397,0,0.0,0.0,0,0,0.0,115,7,8.434,6,0,1575,0
196.806,0,0.0,0.0,0,0,0.0,30,4,3.595,13,1,307,0
686.199,0,0.0,0.0,0,0,0.0,199,11,19.043,12,0,1068,0
182.791,0,0.0,0.0,1,43,0.1075,44,7,3.834,29,0,400,0
394.043,1,36.156,0.091756,0,0,0.0,140,5,4.3,10,1,984,0
221.884,3,114.741,0.517122,1,172,0.498551,16,1,31.259,145,1,345,1
134.519,0,0.0,0.0,1,3,0.010169,34,1,3.194,9,0,295,0
183.893,0,0.0,0.0,0,0,0.0,50,0,24.178,18,0,261,0
140.77,0,0.0,0.0,0,0,0.0,49,5,19.035,51,0,376,0
82.794,0,0.0,0.0,0,0,0.0,32,2,12.093,41,0,159,0
223.308,2,4.261,0.019081,0,0,0.0,98,3,35.912,29,0,629,0
78.795,0,0.0,0.0,0,0,0.0,31,2,9.006,49,0,249,0
114.345,0,0.0,0.0,1,34,0.112211,39,7,5.522,45,0,303,0
156.501,0,0.0,0.0,1,2,0.008734,27,2,13.343,6,1,229,0
206.605,5,63.543,0.307558,1,220,0.461216,30,5,26.379,288,0,477,1
190.254,0,0.0,0.0,1,16,0.044568,32,1,13.061,26,0,359,0
286.826,2,30.687,0.106988,2,5,0.011905,42,4,19.812,9,1,420,0
449.331,5,178.035,0.396222,2,92,0.2049,57,7,35.89,89,1,449,1
182.904,1,1.596,0.008726,0,0,0.0,69,1,11.2,21,1,350,0
139.319,0,0.0,0.0,0,0,0.0,43,1,13.339,13,0,267,0
151.857,1,15.394,0.101372,0,0,0.0,32,5,14.297,12,0,394,0
136.652,0,0.0,0.0,0,0,0.0,27,3,42.41,30,0,266,0
80.106,0,0.0,0.0,1,247,0.636598,9,2,3.548,209,1,388,1
269.767,1,10.302,0.038189,1,22,0.068536,43,4,9.095,80,0,321,0
68.178,0,0.0,0.0,1,3,0.014423,30,2,18.107,37,0,208,0
226.235,0,0.0,0.0,0,0,0.0,28,3,17.653,94,0,279,0
133.86,0,0.0,0.0,1,12,0.060302,20,4,11.348,37,0,199,0
272.642,0,0.0,0.0,1,5,0.014164,28,5,14.884,12,0,353,0
64.492,0,0.0,0.0,0,0,0.0,10,3,3.725,12,0,90,0
364.669,0,0.0,0.0,0,0,0.0,79,6,20.194,22,0,426,0
104.681,0,0.0,0.0,0,0,0.0,39,2,10.909,12,0,332,0
211.996,0,0.0,0.0,0,0,0.0,63,4,10.033,43,0,585,0
526.285,0,0.0,0.0,0,0,0.0,96,5,15.532,18,0,626,0
139.098,4,70.462,0.506564,3,170,0.491329,29,0,14.669,153,2,346,1
163.145,0,0.0,0.0,0,0,0.0,48,6,17.332,19,0,411,0
722.038,14,412.288,0.571006,0,0,0.0,40,3,30.773,5,1,594,1
247.516,5,97.204,0.392718,3,386,0.364839,55,1,42.445,292,1,1058,1
704.266,8,501.528,0.712129,1,43,0.111979,63,4,89.063,19,2,384,1
314.625,0,0.0,0.0,1,41,0.049457,134,10,23.73,19,0,829,0
96.241,1,27.433,0.285045,3,352,0.858537,6,0,94.358,301,1,410,1
196.151,1,2.746,0.013999,0,0,0.0,46,5,23.008,8,0,446,0
118.217,0,0.0,0.0,0,0,0.0,21,6,33.399,21,0,262,0
38.184,2,1.157,0.030301,2,154,0.922156,10,1,14.777,90,3,167,1
172.468,1,1.958,0.011353,1,10,0.026667,49,5,19.103,11,0,375,0
314.917,0,0.0,0.0,0,0,0.0,72,7,5.875,5,0,651,0
228.602,0,0.0,0.0,0,0,0.0,31,0,24.742,18,0,218,0
187.727,0,0.0,0.0,0,0,0.0,91,1,8.342,42,0,462,0
286.36,0,0.0,0.0,0,0,0.0,40,6,75.0,66,1,375,0
524.217,4,305.105,0.58202,1,50,0.139665,26,1,160.743,36,1,358,1
185.724,0,0.0,0.0,1,12,0.045113,29,3,12.519,29,0,266,0
113.569,1,1.4,0.012327,0,0,0.0,31,5,14.085,10,0,272,0
116.218,1,0.581,0.004999,0,0,0.0,31,7,4.894,15,0,285,0
46.481,1,9.323,0.200577,4,170,0.461957,8,3,10.852,131,0,368,1
310.18,0,0.0,0.0,0,0,0.0,131,3,9.656,20,0,687,0
163.849,0,0.0,0.0,0,0,0.0,41,1,5.862,10,0,300,0
703.977,0,0.0,0.0,0,0,0.0,73,6,10.006,16,0,834,0
64.324,0,0.0,0.0,0,0,0.0,19,4,16.824,77,0,148,0
178.231,1,5.731,0.032155,1,3,0.008929,44,1,15.398,16,0,336,0
133.813,0,0.0,0.0,0,0,0.0,43,6,15.684,23,0,395,0
22.659,2,1.44,0.063551,1,108,0.850394,7,2,84.87,80,3,127,1
309.531,0,0.0,0.0,0,0,0.0,50,5,30.093,11,1,373,0
155.282,0,0.0,0.0,0,0,0.0,53,4,13.727,41,0,442,0
311.522,0,0.0,0.0,0,0,0.0,70,5,26.875,35,0,592,0
307.415,2,1.537,0.005,0,0,0.0,65,3,5.541,4,1,383,0
96.057,0,0.0,0.0,0,0,0.0,24,5,12.286,13,0,239,0
90.749,1,18.989,0.209247,2,146,0.538745,11,2,39.016,127,1,271,1
140.368,0,0.0,0.0,0,0,0.0,32,2,7.491,42,0,241,0
198.865,0,0.0,0.0,0,0,0.0,52,7,6.356,44,0,369,0
213.662,0,0.0,0.0,0,0,0.0,37,4,17.613,33,0,431,0
147.204,0,0.0,0.0,1,4,0.010959,55,1,13.153,26,0,365,0
57.71,1,7.522,0.130341,3,238,0.467583,18,0,17.269,188,2,509,1
222.809,0,0.0,0.0,0,0,0.0,63,6,25.906,17,0,496,0
143.432,6,55.785,0.38893,1,95,0.29052,15,8,34.372,86,1,327,1
177.112,0,0.0,0.0,0,0,0.0,37,2,33.84,8,0,321,0
310.824,0,0.0,0.0,0,0,0.0,72,5,17.55,14,0,598,0
78.571,0,0.0,0.0,0,0,0.0,26,0,14.821,27,1,229,0
206.318,1,28.005,0.135737,0,0,0.0,49,6,9.612,22,0,384,0
190.31,3,62.007,0.325821,3,671,0.625933,36,0,6.196,657,0,1072,1
421.841,0,0.0,0.0,1,15,0.027322,67,3,6.141,44,0,549,0
182.172,0,0.0,0.0,1,4,0.009259,39,0,21.088,47,0,432,0
308.636,0,0.0,0.0,0,0,0.0,41,3,6.616,21,0,508,0
353.286,0,0.0,0.0,0,0,0.0,152,9,15.396,34,0,851,0
181.115,0,0.0,0.0,0,0,0.0,39,4,4.652,8,0,414,0
205.3,0,0.0,0.0,0,0,0.0,21,3,7.288,6,0,209,0
119.617,0,0.0,0.0,1,4,0.023256,31,2,5.431,21,0,172,0
213.846,2,10.094,0.047202,0,0,0.0,49,3,10.869,55,0,435,0
368.45,12,216.92,0.588737,1,17,0.092391,36,1,85.993,31,2,184,1
95.141,0,0.0,0.0,3,545,0.744536,14,1,18.027,533,2,732,1
148.342,0,0.0,0.0,0,0,0.0,55,6,10.652,11,1,306,0
166.637,1,6.664,0.039991,0,0,0.0,57,5,9.941,37,0,317,0
109.538,1,2.872,0.026219,0,0,0.0,26,7,7.003,27,0,238,0
116.885,0,0.0,0.0,0,0,0.0,23,4,9.721,16,0,242,0
185.213,0,0.0,0.0,0,0,0.0,28,3,9.942,18,0,203,0
359.828,0,0.0,0.0,0,0,0.0,44,5,17.945,85,0,486,0
95.975,0,0.0,0.0,0,0,0.0,26,7,13.408,7,0,231,0
119.889,0,0.0,0.0,0,0,0.0,41,3,17.908,60,0,197,0
270.448,0,0.0,0.0,1,3,0.010909,28,5,24.331,32,0,275,0
422.246,0,0.0,0.0,0,0,0.0,50,5,20.548,10,0,459,0
223.274,0,0.0,0.0,0,0,0.0,46,7,5.398,27,0,559,0
235.666,0,0.0,0.0,1,3,0.00974,33,4,16.899,26,0,308,0
377.346,2,17.829,0.047248,0,0,0.0,38,2,5.814,25,0,407,0
102.619,0,0.0,0.0,0,0,0.0,21,2,7.011,15,0,152,0
70.047,2,20.742,0.296115,4,159,0.521311,10,3,26.511,144,2,305,1
203.335,0,0.0,0.0,1,15,0.074257,17,0,16.873,9,0,202,0
600.747,7,316.105,0.526187,1,77,0.155556,49,5,37.574,46,1,495,1
278.593,0,0.0,0.0,1,6,0.017857,45,5,20.569,18,0,336,0
220.148,0,0.0,0.0,0,0,0.0,46,8,18.886,22,0,406,0
321.588,13,227.222,0.706562,0,0,0.0,23,6,52.352,49,2,327,1
335.303,1,20.401,0.060843,0,0,0.0,105,6,13.271,34,0,1079,0
67.564,1,20.264,0.299923,4,255,0.894737,8,5,27.023,154,1,285,1
132.114,0,0.0,0.0,0,0,0.0,35,3,17.65,21,0,266,0
354.197,0,0.0,0.0,0,0,0.0,95,10,24.728,34,0,771,0
246.652,9,189.108,0.7667,0,0,0.0,21,2,140.291,17,2,355,1
85.908,0,0.0,0.0,0,0,0.0,18,3,9.596,20,0,182,0
362.29,4,176.938,0.488388,0,0,0.0,27,1,353.698,4,4,426,1
132.028,0,0.0,0.0,1,15,0.042857,51,6,52.209,12,0,350,0
68.365,1,8.774,0.128341,1,145,0.687204,10,2,16.354,138,1,211,1
478.467,1,13.997,0.029254,1,13,0.011054,168,13,7.109,6,0,1176,0
45.823,1,12.156,0.265282,3,68,0.576271,4,3,36.561,65,0,118,1
115.417,0,0.0,0.0,0,0,0.0,29,6,11.437,15,0,308,0
131.474,2,0.657,0.004997,0,0,0.0,28,1,7.24,74,0,226,0
41.464,0,0.0,0.0,2,157,0.608527,15,1,49.037,98,0,258,1
350.255,0,0.0,0.0,0,0,0.0,99,2,10.808,28,0,642,0
154.214,0,0.0,0.0,0,0,0.0,51,2,11.765,39,0,369,0
178.518,7,51.393,0.287887,3,132,0.201527,30,6,27.795,98,2,655,1
145.509,0,0.0,0.0,1,16,0.072072,34,4,9.554,44,1,222,0
211.041,0,0.0,0.0,0,0,0.0,31,3,48.313,21,0,357,0
385.096,1,15.098,0.039206,1,13,0.028698,36,4,27.531,15,0,453,0
362.874,1,5.089,0.014024,1,73,0.141748,40,2,9.601,23,0,515,0
166.93,0,0.0,0.0,0,0,0.0,60,4,4.275,19,0,341,0
78.129,0,0.0,0.0,0,0,0.0,13,1,22.944,46,0,130,0
318.836,0,0.0,0.0,1,22,0.032787,113,7,4.181,27,0,671,0
126.42,0,0.0,0.0,1,7,0.035354,22,4,10.873,26,0,198,0
151.183,0,0.0,0.0,0,0,0.0,38,6,7.75,19,0,438,0
152.507,0,0.0,0.0,0,0,0.0,26,4,38.287,14,0,266,0
201.996,3,72.252,0.35769,2,134,0.351706,17,3,67.962,125,2,381,1
202.581,0,0.0,0.0,0,0,0.0,60,5,8.072,33,0,297,0
368.923,2,1.845,0.005001,0,0,0.0,122,12,33.104,16,0,897,0
279.811,0,0.0,0.0,0,0,0.0,38,3,8.978,35,0,426,0
61.138,0,0.0,0.0,1,142,0.523985,14,7,32.363,116,0,271,1
106.381,1,11.016,0.103552,4,650,0.846354,13,0,29.943,432,1,768,1
127.335,1,4.846,0.038057,1,7,0.035354,29,2,6.388,13,0,198,0
477.26,1,16.48,0.03453,0,0,0.0,66,4,6.494,30,0,872,0
154.001,0,0.0,0.0,0,0,0.0,81,4,8.195,8,0,432,0
177.068,0,0.0,0.0,0,0,0.0,37,1,9.057,13,0,339,0
31.31,3,1.912,0.061067,1,88,0.656716,4,3,9.667,82,1,134,1
211.203,0,0.0,0.0,0,0,0.0,44,4,10.147,57,0,416,0
157.97,0,0.0,0.0,0,0,0.0,37,4,9.574,20,0,399,0
83.834,2,6.843,0.081626,2,350,0.833333,15,1,66.98,348,2,420,1
69.073,0,0.0,0.0,0,0,0.0,23,0,8.222,7,0,195,0
99.456,1,3.181,0.031984,0,0,0.0,72,3,14.203,19,0,361,0
177.492,0,0.0,0.0,1,5,0.013298,35,0,36.228,14,0,376,0
407.888,0,0.0,0.0,0,0,0.0,56,6,11.036,6,0,463,0
63.438,1,15.471,0.243876,2,153,0.503289,16,3,30.901,141,1,304,1
525.768,0,0.0,0.0,0,0,0.0,55,6,27.679,35,0,698,0
158.14,0,0.0,0.0,0,0,0.0,34,6,7.531,49,0,244,0
153.556,0,0.0,0.0,0,0,0.0,32,4,12.293,21,0,312,0
145.022,0,0.0,0.0,0,0,0.0,19,3,8.733,14,0,220,0
725.65,6,418.947,0.57734,2,38,0.068223,66,6,44.63,29,3,557,1
262.302,1,10.175,0.038791,0,0,0.0,38,2,21.424,23,0,261,0
72.088,1,21.13,0.293114,2,201,0.490244,12,3,33.305,189,1,410,1
116.728,0,0.0,0.0,0,0,0.0,30,4,8.646,31,0,269,0
171.858,0,0.0,0.0,0,0,0.0,33,7,9.999,17,0,288,0
41.082,3,13.868,0.337569,1,316,0.948949,9,1,6.784,189,2,333,1
559.338,11,279.709,0.500072,1,60,0.232558,26,2,269.951,32,0,258,1
266.52,1,20.607,0.077319,0,0,0.0,42,5,12.925,27,0,462,0
402.461,4,209.976,0.52173,2,68,0.268775,20,2,26.462,33,4,253,1
213.255,0,0.0,0.0,1,6,0.010508,52,3,36.085,8,0,571,0
459.112,5,292.71,0.637557,0,0,0.0,28,1,125.867,51,2,312,1
389.011,0,0.0,0.0,0,0,0.0,129,3,10.336,40,0,638,0
409.654,0,0.0,0.0,0,0,0.0,60,5,12.065,87,0,494,0
52.966,0,0.0,0.0,3,262,0.748571,11,3,4.872,169,0,350,1
52.413,1,11.718,0.22357,1,126,0.543103,5,1,58.277,73,1,232,1
212.079,1,5.507,0.025967,1,5,0.012853,58,6,5.904,4,0,389,0
409.643,0,0.0,0.0,0,0,0.0,59,3,13.883,43,0,712,0
270.947,1,11.006,0.04062,1,5,0.015873,63,3,4.041,12,0,315,0
236.685,0,0.0,0.0,0,0,0.0,85,2,8.447,17,0,638,0
390.591,0,0.0,0.0,0,0,0.0,62,11,3.752,113,0,711,0
158.22,0,0.0,0.0,0,0,0.0,33,3,12.159,9,0,302,0
300.361,0,0.0,0.0,0,0,0.0,51,4,10.927,22,0,544,0
150.865,0,0.0,0.0,0,0,0.0,21,3,3.599,32,0,141,0
53.141,1,17.743,0.333885,3,137,0.469178,12,2,8.52,91,0,292,1
29.048,2,1.554,0.053498,2,138,0.951724,8,3,5.361,126,1,145,1
55.815,0,0.0,0.0,4,200,0.790514,7,2,12.085,176,0,253,1
182.292,2,13.296,0.072938,2,6,0.023622,48,2,34.192,27,0,254,0
281.28,0,0.0,0.0,0,0,0.0,50,7,7.776,17,0,528,0
187.56,1,10.538,0.056185,1,9,0.020882,48,5,27.021,9,0,431,0
67.604,0,0.0,0.0,0,0,0.0,43,0,50.866,6,0,233,0
174.081,0,0.0,0.0,0,0,0.0,25,6,21.027,28,1,239,0
379.294,0,0.0,0.0,0,0,0.0,92,2,4.703,19,0,569,0
416.29,5,255.147,0.612907,0,0,0.0,67,8,144.421,47,2,486,1
117.875,1,34.161,0.289807,3,676,0.849246,19,1,19.788,436,2,796,1
173.086,5,63.578,0.36732,2,101,0.238208,25,2,78.389,131,2,424,1
398.887,0,0.0,0.0,0,0,0.0,65,5,11.896,22,0,502,0
198.757,0,0.0,0.0,0,0,0.0,56,4,10.785,42,0,522,0
65.468,0,0.0,0.0,0,0,0.0,19,4,11.703,56,0,130,0
195.322,1,3.529,0.018068,0,0,0.0,58,7,10.712,17,0,366,0
30.882,2,4.697,0.152095,1,142,0.672986,8,3,30.646,129,0,211,1
41.935,0,0.0,0.0,4,124,0.96124,4,3,41.763,120,1,129,1
114.912,1,6.308,0.054894,1,315,0.595463,14,1,13.451,269,2,529,1
154.903,0,0.0,0.0,1,8,0.035242,19,2,2.852,18,1,227,0
228.266,1,3.074,0.013467,0,0,0.0,51,5,13.589,6,0,430,0
163.862,2,8.566,0.052276,1,3,0.010714,26,2,20.14,11,0,280,0
594.249,6,249.847,0.420442,0,0,0.0,55,9,141.283,19,1,587,1
35.867,1,4.682,0.130538,2,65,0.507812,8,0,35.838,62,0,128,1
69.73,0,0.0,0.0,0,0,0.0,9,3,5.26,11,0,85,0
159.198,0,0.0,0.0,0,0,0.0,33,0,5.341,12,0,338,0
223.301,0,0.0,0.0,0,0,0.0,36,6,6.088,12,0,422,0
496.443,0,0.0,0.0,0,0,0.0,61,6,19.363,18,1,588,0
42.17,0,0.0,0.0,2,223,0.917695,6,2,95.912,133,0,243,1
435.171,13,285.113,0.655175,0,0,0.0,29,6,277.821,28,2,384,1
117.599,1,8.618,0.073283,0,0,0.0,23,2,26.666,12,0,238,0
142.879,1,16.25,0.113733,4,1018,0.823625,35,3,14.494,789,1,1236,1
219.481,6,40.182,0.183077,1,525,0.644172,40,2,74.157,298,3,815,1
530.15,0,0.0,0.0,0,0,0.0,65,2,28.773,13,0,724,0
118.844,0,0.0,0.0,0,0,0.0,26,2,15.92,10,0,121,0
153.973,0,0.0,0.0,1,6,0.039474,22,4,21.96,22,0,152,0
273.679,0,0.0,0.0,0,0,0.0,69,4,13.82,17,0,590,0
140.846,0,0.0,0.0,0,0,0.0,27,4,13.07,17,0,280,0
82.318,6,10.153,0.123339,2,80,0.215054,16,2,19.264,57,0,372,1
339.33,0,0.0,0.0,1,5,0.01087,90,7,4.886,10,0,460,0
59.117,0,0.0,0.0,4,307,0.956386,6,1,14.385,294,1,321,1
177.255,0,0.0,0.0,0,0,0.0,25,5,3.841,62,0,266,0
737.522,4,503.345,0.682481,0,0,0.0,25,1,174.745,18,3,381,1
112.991,2,33.919,0.300192,2,45,0.251397,12,1,103.68,93,1,179,1
180.0,5,67.935,0.377417,0,0,0.0,11,2,236.836,44,0,142,1
236.118,0,0.0,0.0,0,0,0.0,49,6,24.633,12,0,254,0
138.12,0,0.0,0.0,0,0,0.0,26,5,13.33,9,0,298,0
149.168,1,0.746,0.005001,1,16,0.071111,21,3,16.274,34,0,225,0
140.703,0,0.0,0.0,1,5,0.020161,32,4,14.182,25,0,248,0
128.06,0,0.0,0.0,0,0,0.0,12,3,6.194,9,0,131,0
182.266,2,68.433,0.375457,2,381,0.487836,32,3,50.758,344,2,781,1
395.421,0,0.0,0.0,1,54,0.047285,174,10,4.944,31,0,1142,0
118.912,0,0.0,0.0,0,0,0.0,20,2,6.873,21,0,148,0
160.834,1,40.454,0.251526,2,507,0.605012,21,3,6.8,406,3,838,1
48.656,3,3.036,0.062397,1,345,0.815603,17,4,40.873,256,2,423,1
89.135,1,5.886,0.066035,1,2,0.010101,19,4,11.612,28,0,198,0
327.051,6,57.267,0.175101,3,239,0.293973,32,6,45.691,153,1,813,1
73.997,0,0.0,0.0,2,289,0.91746,7,3,53.891,161,1,315,1
368.916,1,1.845,0.005001,0,0,0.0,169,7,14.173,13,1,957,0
228.218,0,0.0,0.0,0,0,0.0,88,9,16.769,48,0,543,0
65.305,7,34.498,0.52826,2,115,0.2875,20,2,29.558,89,1,400,1
300.728,0,0.0,0.0,0,0,0.0,42,5,19.515,19,0,476,0
91.877,0,0.0,0.0,2,15,0.061224,25,4,15.736,49,0,245,0
1020.168,0,0.0,0.0,0,0,0.0,181,17,45.461,16,0,1600,0
143.929,0,0.0,0.0,0,0,0.0,37,5,5.032,54,0,393,0
286.485,8,230.428,0.804328,0,0,0.0,21,2,102.691,22,1,141,1
107.34,1,2.005,0.018679,0,0,0.0,27,5,33.3,30,0,294,0
169.373,0,0.0,0.0,0,0,0.0,58,2,9.795,20,0,370,0
192.194,0,0.0,0.0,1,10,0.024155,61,5,45.254,15,0,414,0
571.198,0,0.0,0.0,0,0,0.0,64,3,17.888,7,1,706,0
43.708,1,2.542,0.058159,2,189,0.84375,6,2,29.987,173,1,224,1
196.692,0,0.0,0.0,0,0,0.0,53,5,7.025,27,0,349,0
120.917,0,0.0,0.0,0,0,0.0,23,4,33.073,11,0,226,0
97.769,0,0.0,0.0,0,0,0.0,22,3,6.596,19,0,212,0
134.604,0,0.0,0.0,0,0,0.0,31,6,16.841,10,0,272,0
352.77,0,0.0,0.0,0,0,0.0,81,7,38.133,14,0,675,0
365.493,0,0.0,0.0,0,0,0.0,82,5,9.857,37,0,773,0
65.531,3,20.321,0.310098,3,281,0.715013,17,3,8.378,169,0,393,1
172.85,1,3.401,0.019676,0,0,0.0,31,6,7.316,24,0,410,0
161.512,0,0.0,0.0,2,9,0.041667,42,4,16.539,37,0,216,0
156.695,1,42.043,0.268311,2,683,0.935616,24,1,25.607,537,1,730,1
754.828,0,0.0,0.0,0,0,0.0,101,11,17.727,8,0,1010,0
181.286,1,8.588,0.047373,0,0,0.0,37,7,5.857,12,0,386,0
178.197,5,62.135,0.348687,2,164,0.387707,21,2,300.0,88,1,423,1
414.311,0,0.0,0.0,1,1304,0.592727,31,2,46.395,1200,0,2200,1
56.171,0,0.0,0.0,0,0,0.0,23,2,7.88,18,0,145,0
301.068,0,0.0,0.0,0,0,0.0,54,2,13.407,13,0,296,0
768.379,11,380.511,0.495213,0,0,0.0,99,11,138.324,25,3,672,1
121.347,0,0.0,0.0,0,0,0.0,33,4,2.966,42,0,282,0
133.896,0,0.0,0.0,1,5,0.021645,45,5,9.535,10,1,231,0
280.077,0,0.0,0.0,0,0,0.0,30,2,7.539,11,0,331,0
88.834,0,0.0,0.0,0,0,0.0,31,2,29.481,12,0,293,0
71.428,0,0.0,0.0,0,0,0.0,17,1,12.087,38,1,106,0
173.103,1,3.833,0.022143,0,0,0.0,46,3,14.656,5,0,386,0
535.279,0,0.0,0.0,0,0,0.0,108,10,8.486,41,0,919,0
127.333,0,0.0,0.0,0,0,0.0,36,6,11.264,10,1,390,0
154.821,7,81.114,0.523921,2,136,0.231687,17,5,24.897,108,1,587,1
351.478,0,0.0,0.0,0,0,0.0,80,1,8.757,40,0,946,0
90.839,0,0.0,0.0,0,0,0.0,39,2,8.426,20,0,191,0
98.062,0,0.0,0.0,0,0,0.0,27,3,55.917,8,0,285,0
639.844,9,467.959,0.731364,0,0,0.0,55,9,99.541,15,1,770,1
154.448,0,0.0,0.0,1,3,0.008621,75,4,23.765,14,0,348,0
278.965,0,0.0,0.0,1,78,0.162162,69,7,13.33,49,0,481,0
171.696,0,0.0,0.0,0,0,0.0,24,2,2.939,22,0,293,0
492.069,11,246.628,0.501206,0,0,0.0,19,5,340.941,40,3,339,1
259.649,1,20.139,0.077562,0,0,0.0,82,3,32.544,16,0,401,0
314.25,0,0.0,0.0,0,0,0.0,86,12,15.977,25,0,870,0
181.384,0,0.0,0.0,0,0,0.0,60,1,8.736,49,0,421,0
567.677,14,176.117,0.310242,1,157,0.398477,67,4,29.913,141,1,394,1
145.923,0,0.0,0.0,1,3,0.009464,29,2,25.665,23,0,317,0
186.976,0,0.0,0.0,0,0,0.0,49,4,23.063,39,0,394,0
558.895,10,356.423,0.637728,1,36,0.075949,29,4,225.991,32,1,474,1
210.524,0,0.0,0.0,1,26,0.083067,24,1,37.314,26,0,313,0
424.413,0,0.0,0.0,0,0,0.0,85,6,9.326,6,0,597,0
432.201,0,0.0,0.0,0,0,0.0,112,13,8.169,28,0,1243,0
73.227,1,0.411,0.005613,1,4,0.027211,22,2,12.9,13,0,147,0
107.155,0,0.0,0.0,0,0,0.0,17,4,8.658,23,0,159,0
193.09,0,0.0,0.0,1,2,0.009756,16,1,12.122,14,0,205,0
504.283,4,231.346,0.458762,1,53,0.077599,54,5,45.94,46,2,683,1
95.521,0,0.0,0.0,1,18,0.055556,30,4,62.896,19,0,324,0
283.806,0,0.0,0.0,0,0,0.0,60,2,14.148,19,0,521,0
930.043,13,781.505,0.840289,2,157,0.256956,43,5,242.603,101,0,611,1
261.765,2,1.309,0.005001,0,0,0.0,31,3,24.356,28,0,321,0
117.646,0,0.0,0.0,0,0,0.0,42,1,23.965,52,0,290,0
326.397,0,0.0,0.0,0,0,0.0,43,4,4.917,30,0,366,0
265.712,0,0.0,0.0,2,42,0.112299,42,1,19.054,40,0,374,0
1324.187,7,726.314,0.548498,0,0,0.0,97,11,93.894,16,0,1500,1
663.098,7,558.474,0.842219,0,0,0.0,66,6,40.238,31,3,512,1
235.036,0,0.0,0.0,0,0,0.0,34,1,21.709,26,0,385,0
178.569,0,0.0,0.0,0,0,0.0,47,3,14.828,67,0,340,0
233.853,0,0.0,0.0,0,0,0.0,32,5,22.44,11,0,253,0
626.302,7,346.142,0.552676,1,186,0.353612,64,5,73.758,142,0,526,1
213.923,0,0.0,0.0,0,0,0.0,41,2,11.668,10,0,422,0
